temp,humidity,windspeed,count
24.35,50.79,4.85,46
26.5,54.97,20.92,26
24.74,58.21,12.72,31
24.93,61.31,15.1,22
26.51,40.83,8.86,56
24.54,60.79,8.18,33
25.97,53.22,3.8,51
21.18,60.77,17.91,20
27.47,61.36,15.98,32
26.8,68.03,18.17,24
24.3,66.03,6.18,37
28.69,66.01,4.92,44
29.48,66.83,10.69,42
21.79,57.65,4.38,32
24.27,55.62,6.23,41
24.2,62.4,1.04,49
23.62,61.32,7.66,39
28.87,53.04,9.58,54
25.73,58.81,15.33,24
25.45,55.35,10.97,39
20.16,48.86,12.28,29
28.0,66.08,20.01,23
22.29,56.27,3.24,42
26.11,72.28,2.77,42
26.67,42.96,7.28,60
29.83,51.59,2.48,88
21.73,56.38,8.03,32
16.5,65.3,2.56,23
26.01,59.48,3.06,60
30.76,58.85,1.39,86
28.97,47.44,7.57,73
25.77,47.29,1.97,75
23.56,59.22,9.16,39
27.34,45.82,10.24,72
21.88,52.58,3.56,34
26.11,60.94,11.24,42
26.07,49.18,10.38,53
27.61,69.99,13.18,38
32.58,67.04,3.31,78
25.34,44.79,3.2,68
22.51,50.01,9.87,42
23.82,39.3,7.2,49
18.45,51.44,7.7,38
21.53,63.95,15.67,22
22.24,54.63,11.77,30
21.75,61.75,10.39,30
23.63,46.01,9.59,43
20.55,64.7,12.48,21
26.22,54.01,5.51,50
22.71,58.68,2.4,35
22.52,57.97,3.93,49
21.4,48.67,3.53,46
22.69,49.76,0.34,52
24.53,66.86,9.6,31
19.28,62.45,4.96,35
19.74,67.8,5.59,33
20.63,62.14,4.13,35
17.33,60.84,6.25,20
18.73,46.03,17.22,25
19.59,57.82,1.36,38
23.46,59.92,19.33,23
21.44,75.91,7.51,30
21.05,65.94,4.35,32
22.84,72.88,4.78,42
19.69,65.53,3.01,32
21.08,55.22,0.91,41
19.41,62.0,2.58,24
20.33,63.11,6.27,26
17.59,53.87,5.24,40
11.83,58.47,8.77,15
18.55,60.06,4.16,31
23.03,74.71,3.72,34
21.34,45.39,23.71,18
21.26,71.84,3.08,32
21.87,54.87,3.25,33
18.23,51.55,12.34,24
18.36,72.14,10.37,25
15.71,68.72,4.6,26
16.41,73.07,10.96,19
19.0,69.61,6.84,32
20.57,79.85,4.2,16
16.33,68.01,9.89,17
15.19,62.46,6.35,16
16.34,66.63,0.98,26
17.94,74.0,9.9,28
11.6,57.99,5.68,20
8.83,59.18,16.33,11
13.86,62.1,11.31,15
11.65,47.91,7.23,19
13.58,66.02,4.71,14
14.45,50.0,6.22,19
13.33,65.68,2.94,13
18.84,72.35,7.23,26
15.26,61.79,17.15,8
14.97,79.19,20.88,13
15.73,54.26,13.95,20
10.24,75.65,6.93,13
16.57,71.69,1.67,26
13.02,52.73,5.94,21
15.06,88.31,11.81,10
9.63,66.29,10.93,11
7.98,59.95,5.52,16
14.89,55.88,5.19,28
13.37,65.54,8.29,20
9.33,66.45,6.51,19
9.23,68.46,5.92,18
15.01,65.42,5.7,14
7.87,73.03,15.26,9
16.17,65.03,2.61,31
8.35,52.81,4.95,17
12.77,67.26,5.18,20
9.67,49.68,7.07,19
12.28,71.61,6.36,14
8.64,61.1,6.05,18
9.6,70.4,2.76,9
10.02,79.76,6.35,1
6.71,61.82,9.72,8
11.75,78.05,7.25,19
7.81,66.24,2.57,15
8.48,83.89,6.75,9
6.0,67.09,6.44,6
1.12,63.44,4.8,4
8.06,75.81,7.31,8
15.69,66.97,3.81,34
10.64,63.86,10.01,12
8.06,66.92,20.06,5
7.16,70.52,10.61,14
7.85,81.75,3.32,15
9.26,55.68,9.64,10
3.91,71.47,11.33,5
10.64,76.42,8.19,10
9.28,73.1,8.79,7
9.14,82.16,5.92,8
8.15,71.21,2.22,12
6.74,70.46,5.62,5
8.55,76.79,2.91,15
8.16,72.97,5.26,11
5.18,69.17,4.09,12
4.38,76.54,2.75,12
6.27,67.31,14.86,4
10.48,67.75,6.26,13
1.98,68.52,4.21,8
1.17,83.68,1.44,7
5.94,47.19,10.94,7
5.47,76.23,7.42,5
5.72,73.44,21.92,2
5.82,59.82,3.56,23
4.3,75.84,14.08,7
9.33,77.26,5.62,9
0.0,78.26,3.05,10
2.16,52.42,4.6,11
4.23,84.65,6.82,7
0.0,67.9,4.21,6
3.82,79.37,2.29,12
9.23,79.89,2.96,7
4.22,67.02,9.06,8
4.76,79.39,2.64,7
0.21,71.09,3.77,9
2.06,57.67,2.73,14
2.71,83.65,7.56,3
2.8,68.17,28.99,3
7.53,67.59,8.8,9
5.29,71.26,3.42,12
0.22,76.71,7.55,3
4.23,74.13,3.6,11
4.93,79.02,7.05,4
6.81,63.96,16.04,7
8.08,68.78,6.02,15
0.24,73.83,7.93,8
0.81,89.98,6.21,3
0.0,73.92,11.59,3
2.47,83.54,9.83,3
4.53,75.2,4.76,9
6.07,71.04,9.84,5
2.85,72.96,7.1,12
2.1,73.6,4.46,8
3.5,79.8,4.52,15
0.52,85.98,6.94,6
9.28,77.87,7.85,9
0.0,84.49,5.52,6
3.56,67.28,7.98,7
9.07,71.68,3.35,14
3.02,69.2,2.54,13
2.44,77.51,1.65,13
1.95,72.11,8.96,3
2.49,80.81,1.51,12
7.17,67.51,7.93,6
0.0,75.29,4.26,12
7.69,80.42,4.88,12
0.0,58.38,4.93,9
2.35,91.85,25.75,3
1.9,72.58,3.86,8
4.99,58.61,2.89,4
0.0,76.04,19.34,4
4.7,75.01,1.83,7
9.43,74.05,2.25,9
0.0,82.59,11.08,5
4.04,80.59,8.12,4
1.54,76.95,4.51,5
4.86,78.11,2.6,8
3.71,73.62,0.86,12
1.8,88.6,16.62,0
5.26,62.5,9.86,7
9.28,75.39,15.45,7
3.38,74.73,12.48,7
6.19,80.65,8.41,6
0.24,67.32,3.78,9
1.34,60.05,2.61,6
5.71,75.17,13.3,5
8.84,76.09,4.27,11
5.56,85.68,2.74,9
3.65,63.51,3.56,21
4.69,82.83,13.85,4
1.05,92.44,2.98,6
6.73,70.38,4.53,15
7.67,62.98,5.63,11
3.79,69.96,7.22,7
3.85,73.23,2.79,12
6.18,77.52,5.49,10
4.2,68.18,11.22,8
5.44,85.24,21.94,4
12.07,63.78,2.37,15
5.16,58.67,2.72,14
4.96,81.32,3.07,9
4.23,54.16,9.41,6
8.55,70.6,2.52,11
5.92,97.06,5.34,7
4.66,71.9,4.93,9
10.72,62.9,23.19,7
11.17,71.29,3.84,15
5.26,71.21,3.66,10
1.62,72.77,9.41,5
10.4,76.65,7.53,10
5.48,62.91,3.46,16
10.07,84.59,14.49,10
1.95,72.91,1.77,9
10.71,76.62,5.76,10
4.57,65.64,4.69,11
10.56,80.82,5.39,6
8.59,68.32,3.43,8
5.86,72.45,5.49,10
7.67,62.62,6.94,6
11.13,61.96,0.5,20
9.57,75.29,4.13,14
11.19,66.09,3.1,14
15.55,62.65,18.52,14
5.11,64.18,8.21,12
14.85,74.76,2.95,29
10.5,63.98,3.96,19
7.68,67.92,4.83,14
6.57,68.82,3.89,13
10.19,53.2,8.65,18
13.71,56.61,16.48,16
10.76,70.9,0.17,18
15.87,62.15,4.6,26
7.18,76.34,21.87,7
11.7,75.45,4.75,10
8.18,73.31,7.23,18
13.23,81.94,0.68,17
15.0,66.55,14.38,10
11.28,72.24,2.33,16
4.93,62.21,8.07,7
13.54,86.33,2.73,16
14.46,82.41,0.33,16
14.57,66.47,7.55,21
17.26,69.29,10.01,14
10.55,76.91,5.63,14
16.01,64.68,2.07,26
17.75,60.44,24.7,14
9.04,72.51,9.75,9
15.55,65.97,6.73,26
13.28,66.64,12.86,14
14.76,58.33,3.89,28
16.25,51.09,19.72,18
13.95,66.54,9.87,16
13.59,71.72,12.04,16
15.93,62.51,4.53,20
12.77,75.63,2.28,26
12.98,58.34,6.8,18
18.48,55.36,4.02,34
13.2,63.09,21.25,10
18.85,62.8,1.72,26
18.44,69.45,15.22,16
12.08,56.92,1.2,30
15.43,73.89,2.72,36
21.25,78.52,1.17,44
14.92,62.3,3.89,26
16.67,72.44,5.04,16
19.65,53.83,3.49,34
20.81,70.72,8.06,19
17.9,70.33,5.07,20
17.06,68.69,0.71,35
23.32,61.5,2.59,36
24.46,37.83,4.49,62
22.37,56.17,12.48,28
19.88,56.14,6.48,37
17.39,53.16,4.06,31
17.51,61.81,1.52,28
21.76,57.32,6.69,38
21.63,53.92,14.51,23
24.77,51.89,4.65,49
22.7,54.49,2.82,45
16.42,69.03,8.95,21
24.26,54.63,12.82,39
18.29,55.65,5.17,23
20.3,55.97,9.7,25
22.38,62.19,4.23,43
27.79,62.98,10.03,34
31.3,34.83,15.0,76
23.96,67.23,11.08,26
21.75,70.41,8.7,27
24.07,50.38,18.37,24
25.29,50.87,4.84,54
21.82,54.91,8.69,41
28.33,52.34,4.97,77
23.78,60.05,8.7,37
24.74,42.56,9.77,52
25.39,49.06,11.58,51
24.8,70.2,6.14,42
26.2,50.34,0.97,74
21.97,67.59,5.05,29
22.29,60.37,9.53,38
20.8,42.94,7.51,43
25.55,62.39,8.32,46
26.7,56.26,10.2,50
25.86,53.45,2.27,68
29.64,58.95,10.56,60
24.72,60.68,18.98,26
26.86,62.45,4.49,47
21.7,66.11,11.74,27
23.93,59.86,6.42,52
27.28,45.5,8.16,61
27.85,52.62,10.97,46
24.53,79.87,7.48,32
25.3,62.04,4.28,48
21.06,75.11,7.72,22
24.63,67.24,2.81,51
28.47,57.94,1.55,63
27.61,58.34,15.65,41
27.47,55.57,8.46,42
26.2,41.89,9.84,48
26.15,55.87,7.17,44
24.23,65.35,1.2,65
28.37,50.8,14.93,49
27.61,58.84,4.29,48
27.89,62.3,5.0,68
24.9,48.16,13.73,42
20.07,51.78,2.77,39
29.88,47.2,4.66,74
25.2,48.72,4.4,56
24.1,44.96,2.7,57
28.81,48.02,6.51,61
25.6,66.54,3.04,51
29.99,47.83,15.36,52
28.7,56.14,1.43,88
28.93,51.08,2.01,86
22.81,64.51,4.66,42
30.57,65.55,5.96,58
27.73,61.95,3.45,45
25.86,57.48,10.31,46
27.41,53.17,5.19,62
21.66,45.47,8.82,36
28.22,70.55,14.62,31
23.91,48.92,17.98,24
22.94,60.31,4.75,41
22.43,63.48,6.46,40
30.32,50.57,7.45,61
25.09,63.32,4.87,45
31.56,61.15,2.55,79
25.33,68.87,12.24,30
21.8,51.31,2.55,42
23.54,44.8,13.08,41
30.57,51.07,8.35,67
26.36,56.81,7.24,42
25.15,55.64,3.26,52
27.24,52.06,0.86,72
28.22,39.97,12.03,50
30.02,59.04,3.22,76
30.96,71.1,8.73,67
25.48,59.08,9.06,33
22.53,60.29,6.03,38
25.2,60.04,7.31,41
27.16,58.69,8.27,40
23.42,63.03,6.87,33
23.37,58.79,2.94,59
27.2,53.19,1.45,71
25.95,49.39,3.48,56
26.11,53.83,4.43,53
23.65,58.41,15.15,30
25.15,53.44,2.09,68
22.98,58.56,16.62,34
28.33,59.63,20.27,26
28.67,62.87,3.58,56
19.92,66.55,19.8,18
22.57,56.99,5.37,53
20.76,45.99,4.7,45
23.19,53.79,15.16,31
24.78,56.99,7.06,45
20.57,42.05,6.31,49
22.03,67.94,3.44,38
21.67,58.07,3.7,38
25.18,60.09,6.48,58
24.64,68.07,15.15,29
22.13,52.21,2.1,54
24.7,61.95,5.59,39
22.39,56.59,1.72,48
23.08,56.12,3.28,59
28.78,51.53,9.65,56
27.63,71.15,2.76,43
19.57,54.94,12.64,26
25.81,63.66,2.75,48
25.6,43.19,3.8,68
19.57,67.76,0.97,43
25.32,66.87,12.65,32
27.32,59.36,11.41,49
19.18,56.9,1.76,32
19.63,62.05,4.73,33
25.27,77.29,4.41,32
22.87,45.02,4.11,47
23.54,65.52,20.37,21
22.74,52.11,4.06,48
22.71,59.39,2.89,42
17.39,57.71,1.1,38
24.33,56.41,3.02,57
24.52,59.9,15.12,43
20.15,51.06,7.01,25
20.52,68.52,7.02,36
15.88,46.09,3.18,41
21.83,64.91,13.55,25
21.82,58.14,8.83,37
19.73,51.54,4.15,49
23.1,62.68,2.52,47
18.53,48.77,5.6,40
21.03,61.7,2.71,42
16.09,50.16,5.11,33
18.88,65.4,6.54,21
18.23,54.47,3.31,38
19.24,58.42,0.47,49
17.25,64.55,8.09,20
17.77,56.18,3.39,25
20.44,62.07,6.5,32
16.45,50.59,5.28,24
12.74,67.91,18.09,5
22.61,77.15,5.98,32
21.3,85.54,11.33,17
13.08,64.1,4.33,16
18.82,69.85,2.75,30
15.04,49.47,8.35,22
17.13,75.91,3.19,25
17.02,70.26,9.96,26
15.23,60.35,1.96,30
13.37,74.3,7.57,14
13.44,62.53,5.86,25
12.56,61.08,15.81,5
12.61,68.72,8.14,11
14.7,56.58,5.35,30
12.54,73.43,10.51,9
16.53,56.98,0.46,35
18.74,57.2,8.89,26
12.33,58.5,9.45,16
14.58,72.02,10.22,13
15.16,61.18,9.72,25
14.87,55.5,8.62,22
13.48,61.61,4.5,13
15.27,66.37,6.65,22
14.29,57.35,3.56,23
8.93,57.75,2.94,11
15.05,84.03,4.65,17
14.9,60.42,5.12,17
9.75,64.89,7.85,12
11.95,64.7,14.18,13
13.69,64.43,11.19,18
10.81,72.94,7.4,6
14.46,75.72,13.01,19
18.14,65.85,6.02,16
8.49,58.56,8.72,14
6.52,78.81,4.51,10
11.38,68.01,5.91,8
12.44,82.78,4.85,15
9.4,51.13,1.33,19
14.26,70.81,1.36,22
5.7,84.75,1.78,6
11.61,66.73,7.44,12
7.53,67.91,14.4,7
14.32,72.23,12.98,18
14.96,65.54,8.78,15
6.51,67.66,3.91,15
6.98,67.6,2.86,14
11.04,65.43,6.49,18
7.12,80.43,3.83,7
7.98,74.43,1.63,11
8.02,72.88,2.49,18
2.02,77.48,4.48,9
7.58,69.04,14.07,5
5.39,65.09,1.16,13
5.82,66.6,2.03,13
11.47,71.57,4.79,23
3.21,63.21,3.14,10
9.27,67.81,8.06,15
5.84,67.8,4.89,12
5.69,89.05,1.6,12
8.76,49.99,3.89,15
7.27,70.86,6.7,7
7.82,86.22,9.48,4
8.87,73.5,2.01,15
4.84,78.67,7.02,6
3.86,73.55,4.58,6
2.32,67.52,12.9,5
2.97,55.03,3.94,8
14.17,74.71,1.64,20
8.94,66.96,3.33,12
1.03,66.86,0.9,5
1.0,69.37,1.15,8
6.3,87.41,8.11,7
6.39,92.78,7.46,8
6.29,75.37,8.44,12
3.77,70.0,3.6,7
4.06,64.38,2.55,5
5.33,77.63,22.58,6
4.51,88.22,6.42,8
0.0,72.05,2.29,11
3.38,55.07,15.37,8
1.43,79.54,13.89,5
4.43,82.13,9.07,6
12.79,61.62,5.08,21
4.86,75.78,2.89,14
2.75,78.04,4.06,7
6.39,73.9,12.61,2
5.0,68.21,3.21,10
4.76,82.71,1.94,4
5.26,71.41,8.96,9
9.55,62.8,5.6,14
0.0,58.33,3.31,13
4.71,84.85,3.57,13
0.47,79.73,0.68,7
4.87,75.53,3.78,7
0.41,71.34,11.83,10
1.88,70.65,2.58,6
2.22,66.31,25.0,7
6.01,71.48,5.69,8
5.81,57.99,1.5,16
0.0,69.08,6.86,5
3.19,72.49,2.57,3
0.88,79.87,9.11,3
0.0,74.68,13.18,5
2.35,81.36,10.43,1
2.07,85.79,10.26,6
10.28,83.46,4.07,15
4.31,78.76,2.64,10
0.0,75.08,8.37,5
1.34,67.13,2.82,8
6.11,80.88,4.19,7
9.33,88.38,2.92,11
0.0,77.66,3.23,5
0.0,90.24,8.85,2
8.76,62.67,3.07,16
4.36,65.61,8.96,9
0.62,81.65,13.13,9
4.87,76.89,3.69,9
0.0,85.25,2.21,5
3.37,74.58,11.38,4
4.39,67.71,7.18,5
6.24,72.9,2.99,7
0.48,62.3,4.37,9
3.84,65.48,7.63,10
0.88,82.24,1.31,7
4.49,81.38,16.93,5
1.11,77.24,10.74,1
2.65,60.51,5.78,7
0.96,71.34,16.37,8
5.98,64.34,14.6,11
6.69,83.48,4.92,9
3.5,69.33,4.63,13
4.41,65.23,4.78,9
0.05,74.08,8.56,8
3.59,68.64,8.09,9
4.44,85.54,0.89,10
12.56,67.71,7.69,14
1.47,62.3,7.66,4
9.31,56.18,4.82,25
8.02,73.07,6.05,8
5.98,68.72,1.11,10
10.54,61.68,1.88,17
6.5,82.53,2.82,12
6.68,78.25,8.64,14
5.48,72.58,13.57,8
9.44,83.61,8.24,12
9.19,77.88,6.3,14
4.16,65.89,9.58,7
2.22,64.04,0.31,9
5.71,78.78,12.82,3
4.06,75.29,5.19,8
6.42,73.35,11.74,14
10.47,65.1,9.15,13
5.53,76.61,2.99,17
6.93,65.57,6.9,10
7.39,70.67,3.22,18
9.92,82.93,8.03,9
0.79,65.93,18.3,8
5.88,58.5,8.05,9
8.5,62.53,2.87,15
11.63,78.76,10.75,11
6.72,72.7,2.73,11
2.74,69.49,13.2,9
10.4,66.31,2.3,21
6.81,74.12,12.02,7
5.33,63.29,3.78,14
7.2,72.38,8.66,11
8.7,63.94,10.83,10
7.62,62.45,6.84,9
3.0,64.38,4.14,6
12.5,66.32,7.04,23
13.82,68.78,5.19,30
12.14,70.9,5.92,18
6.96,39.35,1.31,26
9.96,62.24,9.4,11
10.74,65.4,6.69,16
12.75,80.42,0.98,11
13.15,59.57,4.36,29
9.14,69.35,0.59,17
11.78,79.85,6.02,8
13.11,57.22,8.48,15
16.3,70.71,3.33,27
14.25,60.97,3.12,17
14.7,63.18,4.18,17
12.79,60.63,3.1,16
16.97,61.03,2.63,32
14.17,88.49,0.82,10
10.57,73.3,3.02,7
17.56,75.19,1.36,30
15.65,70.14,12.79,15
12.43,53.18,14.36,10
12.53,69.02,8.12,9
15.06,74.27,12.36,13
15.77,58.69,2.8,24
15.18,73.07,8.42,14
15.73,70.81,8.26,23
20.1,79.82,7.12,31
18.42,61.49,4.08,33
15.98,55.87,5.7,22
18.44,61.59,6.91,25
12.73,75.8,6.79,17
17.23,49.51,2.49,30
21.67,47.42,13.77,37
15.79,64.51,6.05,25
14.1,60.09,9.83,17
14.9,63.52,3.62,28
13.79,70.85,8.04,21
14.9,58.7,6.36,18
16.35,47.96,2.73,38
13.45,79.14,5.76,14
17.91,54.64,4.49,32
20.77,53.97,4.87,36
15.54,71.11,11.07,15
23.02,59.04,5.27,34
20.19,61.44,10.61,24
21.95,65.65,8.6,32
17.08,70.29,6.25,21
21.81,58.8,11.51,25
16.16,73.46,10.89,14
22.3,44.06,6.26,45
20.33,67.06,6.62,27
21.67,54.11,11.59,27
16.67,71.65,8.98,19
17.69,61.65,13.67,11
22.35,54.98,5.18,42
17.9,65.52,2.11,37
22.31,67.21,3.24,35
17.0,65.05,0.9,29
23.83,51.53,3.06,56
17.76,55.75,8.92,22
23.29,59.44,5.25,47
23.68,59.0,2.71,56
19.88,65.19,3.69,35
23.88,42.93,7.12,47
23.08,61.59,3.85,49
20.85,56.46,4.8,43
19.6,51.94,1.4,39
16.9,52.57,12.6,22
23.99,56.67,13.82,32
18.4,29.45,2.84,59
23.53,52.52,4.36,56
22.6,51.0,0.78,46
25.58,62.15,11.9,25
22.78,51.32,1.84,40
22.84,55.92,5.57,45
26.16,69.87,2.35,41
25.1,65.37,5.66,39
25.18,64.52,10.38,38
25.77,53.2,8.56,52
19.88,61.43,9.01,26
26.89,55.12,1.64,75
26.58,55.32,5.46,67
21.81,60.06,19.74,20
24.24,51.91,6.82,46
24.97,68.54,5.82,33
24.79,55.22,4.66,51
26.31,61.36,6.36,46
29.7,67.97,5.65,62
28.76,64.49,17.52,29
21.67,44.89,9.95,39
27.57,59.64,5.15,56
29.78,62.81,9.61,57
27.04,63.06,3.04,58
29.24,46.95,5.58,74
32.09,50.53,3.85,79
29.2,63.68,9.16,58
26.95,49.57,5.28,56
29.41,53.2,6.29,61
26.78,68.15,4.97,42
26.48,55.11,7.36,42
25.42,49.62,9.26,37
31.22,48.37,13.85,65
24.13,58.0,4.61,56
31.24,44.63,2.48,96
28.19,53.28,7.65,53
22.54,57.89,1.93,42
27.88,65.58,4.51,58
20.51,60.5,1.46,30
28.72,49.41,30.16,22
29.53,64.53,12.67,23
25.13,52.68,11.88,29
27.3,45.17,14.32,43
32.81,53.66,11.01,68
25.45,66.53,6.85,33
23.8,56.34,6.99,45
31.44,55.11,13.4,48
32.88,68.1,14.0,47
27.01,43.55,2.68,74
30.03,44.72,5.17,85
31.02,42.08,6.13,84
24.76,57.99,11.24,34
25.52,56.35,3.07,49
30.65,67.38,2.78,74
32.0,57.0,1.79,105
28.61,51.83,3.9,71
24.25,55.1,4.47,40
32.83,56.05,16.06,55
25.24,41.77,10.38,52
25.79,76.85,11.24,38
27.78,59.36,2.41,54
31.37,56.92,4.93,89
29.23,60.2,9.5,54
27.86,61.0,6.46,57
27.95,54.24,8.4,64
26.64,50.36,1.82,57
28.12,60.26,6.27,55
18.79,58.6,9.86,28
25.42,49.09,2.48,58
26.97,66.98,1.08,66
22.72,58.04,2.39,40
27.25,61.6,13.28,42
25.4,66.96,2.07,52
31.19,56.07,5.9,69
30.56,58.5,1.04,72
24.35,62.52,2.78,57
25.2,50.32,6.75,51
25.34,56.63,5.8,46
24.11,57.29,11.91,28
25.94,48.72,7.8,51
22.98,75.0,2.48,27
21.75,45.29,4.87,45
26.9,46.26,4.13,72
26.8,67.25,0.58,52
22.39,62.54,16.34,25
27.36,48.73,6.01,77
22.66,61.9,6.82,42
25.19,68.89,9.29,30
26.76,57.01,9.38,51
24.07,78.15,10.08,28
25.4,43.68,4.32,73
22.35,63.14,3.92,31
23.17,67.04,12.22,32
22.99,64.95,16.61,31
21.23,56.31,1.03,47
22.79,55.74,11.92,27
18.52,61.75,4.88,38
21.54,64.85,5.53,27
22.01,63.27,0.31,34
21.94,66.9,5.9,30
21.82,50.56,3.67,47
22.2,57.02,0.51,52
23.66,51.46,13.04,18
24.68,56.03,6.77,41
19.94,67.38,7.53,24
18.11,60.27,12.96,25
18.42,80.4,9.5,22
19.91,61.24,1.74,36
20.14,60.32,11.04,23
18.7,60.84,1.31,49
16.95,55.03,8.99,33
19.29,59.83,18.94,19
21.02,69.46,9.05,21
22.07,61.51,4.47,48
18.43,54.4,18.51,20
18.67,53.51,6.75,23
16.94,57.46,2.55,28
19.44,61.81,3.43,27
16.8,70.93,3.34,17
20.87,50.82,21.38,24
13.6,59.15,8.94,17
17.68,63.02,9.17,27
19.46,47.36,8.12,25
18.91,55.53,7.12,23
26.24,56.92,3.96,56
19.01,56.16,2.04,48
14.75,64.23,7.61,22
17.28,61.58,18.14,18
12.03,58.59,7.33,23
16.92,66.63,13.87,16
14.45,77.16,1.0,18
19.5,76.66,7.36,23
14.9,48.33,3.76,27
15.99,68.5,2.43,23
14.23,62.63,15.64,11
21.15,65.47,4.17,35
14.76,61.21,8.93,28
21.01,65.51,5.38,38
17.75,65.95,1.73,37
16.55,60.28,9.82,16
16.0,57.92,4.42,21
15.87,61.67,10.87,20
8.7,67.3,2.8,12
13.44,70.39,3.82,23
16.61,72.6,8.69,21
13.72,61.99,3.01,20
9.44,68.39,9.71,7
13.3,73.99,0.78,18
18.36,75.78,2.06,20
16.79,66.16,6.2,23
12.66,65.03,9.18,19
15.49,68.5,6.42,20
11.34,57.94,8.44,15
7.12,65.75,4.21,13
9.26,73.43,0.7,19
16.52,72.77,4.65,14
10.82,65.64,4.74,14
10.71,69.71,13.09,7
10.34,61.53,9.57,11
16.76,73.92,2.24,30
15.73,67.83,0.49,19
17.32,66.41,5.36,28
9.99,65.88,3.73,13
11.16,68.43,17.25,7
5.54,65.51,13.36,10
14.33,74.52,1.73,20
6.21,66.24,9.37,7
10.18,82.3,8.35,6
6.05,81.43,8.13,11
7.4,62.73,28.53,7
6.47,70.57,5.5,14
6.98,64.96,10.18,12
7.01,67.69,11.19,3
6.81,86.47,7.64,6
10.78,68.14,17.09,9
4.8,73.62,6.85,6
8.61,75.21,10.79,4
11.43,63.01,3.33,15
6.08,64.31,2.05,19
5.3,61.64,8.65,12
6.6,64.33,5.71,11
10.68,48.75,5.96,19
7.57,76.04,4.56,9
5.24,88.24,10.62,9
8.13,73.12,6.75,11
3.23,60.73,23.13,5
8.43,67.03,6.59,17
7.47,68.62,7.91,9
5.18,64.27,11.55,10
3.45,79.41,8.6,9
3.17,79.12,2.14,7
7.31,63.51,5.08,17
9.26,78.66,3.13,5
3.53,85.18,8.29,10
6.7,88.29,7.23,6
0.0,96.09,11.06,7
3.33,66.05,12.11,6
4.88,95.95,3.13,12
2.13,70.62,11.95,10
1.94,68.8,13.22,10
2.64,76.25,2.57,10
5.42,69.06,7.92,16
3.88,76.99,14.9,7
0.0,63.32,5.02,7
0.0,72.05,5.99,6
2.34,84.32,7.88,6
5.45,73.65,6.66,12
0.0,75.31,6.99,5
2.41,78.04,9.44,7
2.25,83.67,9.71,4
7.92,61.13,5.83,10
2.53,79.1,18.25,6
4.77,72.34,3.12,8
3.98,75.87,10.83,5
0.0,83.07,0.52,4
5.74,65.08,6.31,12
4.03,66.58,0.39,9
4.86,59.24,6.63,14
15.07,70.37,8.52,20
0.0,85.44,4.66,7
8.38,73.86,6.17,5
2.31,64.14,10.21,8
4.0,71.0,0.05,12
2.97,63.01,4.04,8
1.81,65.93,15.2,8
1.35,78.06,2.09,5
4.03,65.58,3.45,6
0.0,83.88,0.75,6
5.27,74.42,4.07,14
1.76,75.68,5.6,3
0.0,72.77,27.84,2
1.65,81.18,8.13,10
6.77,81.26,4.23,13
1.4,77.67,1.34,8
4.09,79.5,3.48,11
0.84,73.28,2.89,5
5.32,79.3,0.59,11
5.13,72.24,2.02,8
8.64,74.94,4.35,6
2.59,72.7,4.9,7
5.16,71.22,10.08,16
3.48,69.33,15.67,3
7.11,78.55,4.81,10
1.11,85.26,11.08,3
5.55,84.11,4.24,10
2.78,64.65,2.67,4
3.22,84.97,9.73,3
3.74,72.07,4.18,7
4.28,79.37,3.0,9
3.24,67.26,2.55,15
4.3,75.59,1.16,5
8.46,76.91,6.15,15
6.75,62.46,3.62,10
6.48,79.14,11.38,4
2.58,84.98,18.46,5
1.36,72.74,2.53,9
6.98,84.95,1.62,11
6.83,72.48,15.99,4
8.71,80.72,6.64,13
2.58,56.09,6.46,3
3.8,93.11,7.61,4
0.0,85.64,12.78,4
3.52,71.31,12.72,6
7.79,57.72,9.4,14
3.51,75.71,2.07,5
6.95,61.76,0.9,15
4.57,76.77,2.09,10
6.23,76.41,1.26,11
1.94,65.48,10.21,3
5.76,81.88,3.41,14
0.0,79.25,9.26,3
5.21,80.5,5.91,9
1.01,72.65,3.37,6
9.65,61.15,2.58,17
8.51,80.18,3.16,13
7.72,70.07,1.64,10
11.02,61.0,18.8,9
3.76,82.81,5.41,8
12.0,88.67,5.92,14
9.7,71.41,5.8,10
6.35,88.89,10.03,7
10.62,72.22,2.9,20
4.06,68.31,13.24,9
5.06,66.18,4.52,12
5.87,84.18,4.38,12
6.28,64.71,14.67,8
4.86,76.69,2.86,9
11.87,66.19,7.95,18
7.59,66.84,5.76,12
9.6,78.62,3.35,20
7.01,67.19,8.91,10
3.43,66.85,1.93,12
9.88,79.0,3.32,10
3.52,82.57,6.3,4
9.23,74.79,16.96,10
5.52,64.24,15.92,10
15.77,65.24,8.04,24
12.73,69.81,4.61,14
10.5,71.58,0.67,19
14.16,60.95,11.17,7
8.02,74.48,12.31,9
12.39,69.22,7.96,14
11.55,54.65,4.78,21
11.94,60.78,10.48,12
15.16,64.02,5.63,22
13.74,67.3,5.12,20
12.6,82.83,1.26,13
6.97,69.46,10.09,10
9.26,60.66,6.48,15
11.97,68.98,15.86,8
12.82,64.23,3.56,18
9.35,69.48,2.69,11
20.18,71.36,12.23,25
17.7,76.22,14.09,15
15.16,66.18,5.91,19
13.77,79.31,10.81,11
13.13,73.3,4.51,16
11.11,60.2,4.71,19
14.41,83.37,7.99,16
